SMILE	Compound_IDs	Class
CC(C)C1=CC=CC=C1NC(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214270, CHEMBL3941306	0
CC(C)C1=NN=C2CN(C(=O)C3=CC=C(/C=C4\OC5=C(C(N)=O)C=CC=C5C4=O)C=C3)CCN21	50501848, CHEMBL4435102	1
CC(C)C1=NN=C2CN(C(=O)C3=CC=CC(C(F)(F)C4=NNC(=O)C5=CC=CC=C45)=C3)[C@@H](C)CN21	50499837	0
CC(C)C1C2=NNC(=O)C3=C2C(=CC=C3)NC1C1=CC=CC=C1	50145128, CHEMBL3764980	0
CC(C)C1CC2=NC3=CC(F)=CC4=C3C2=C(C1)NNC4=O	CHEMBL3925115, 207566	1
CC(C)C1CC2=NC3=CC=CC4=C3C2=C(C1)NNC4=O	CHEMBL3907218, 207561	1
CC(C)C1NC(=O)N(C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)C1=O	214478, CHEMBL3924915	1
CC(C)C1NCCC2=C1SC(C1=NC3=C(C(N)=O)C=C(F)C=C3N1)=C2	CHEMBL4282534, 50464927	1
CC(C)CC(=O)N1CCN(C(=O)C2=CC=C(C3=NN4C(C(N)=O)=CC(Cl)=C4C=C3)C=C2)CC1	CHEMBL4760782, 50549295	0
CC(C)CC(=O)NC1=NN=C2SCCN12	CHEMBL1707591	0
CC(C)CC(=O)NCC1=NC(C2=CC=C3NC4=C5CCCC5=C5C(=O)NC(=O)C5=C4C3=C2)=CS1	CHEMBL246547, 50197589	1
CC(C)CC1=CC2=C(N)C=CC=C2C(=O)N1	CHEMBL2414052, 50438606	0
CC(C)CC1=NN2C(=C1)NC(=O)C1=CC=CC=C12	CHEMBL539986, 50295182	0
CC(C)CC1NCCC2=C1C=C(C1=CC3=C(Cl)C=C(C(N)=O)N3N=C1)S2	CHEMBL4758514, 50549301	0
CC(C)CC1NCCC2=C1SC(C1=CC3=C(Cl)C=C(C(N)=O)N3N=C1)=C2	50549303, CHEMBL4741696	0
CC(C)CC1NCCC2=C1SC(C1=NC3=C(C(N)=O)C=C(F)C=C3N1)=C2	50464910, CHEMBL4286332	1
CC(C)CC1NCCC2=C1SC(C1=NC3=C(C(N)=O)C=C(F)C=C3N1C)=C2	50464912, CHEMBL4277920	1
CC(C)CCN1CCC(NC(=O)C2=NC3=C(C(N)=O)C=CC=C3N2)CC1	50248720, CHEMBL4062157	0
CC(C)CCN1CCC(OC2=CC=C3NC(=O)C4=C(CCSC4)C3=C2)CC1	50314484, CHEMBL1092143	1
CC(C)CCN1CCCC(NC(=O)C2=NC3=C(C(N)=O)C=CC=C3N2)C1	50248803, CHEMBL4099441	0
CC(C)CCN1CCN(C(=O)C2=CC=C3NC(=O)C4=C(CCSC4)C3=C2)CC1	CHEMBL2237221, 50486662	1
CC(C)CCN1CCN(CC2=C(O)C=C(O)C3=C2OC(C2=CC=C(O)C=C2)=CC3=O)CC1	CHEMBL4877994, 50579044	1
CC(C)CCN1CCP(=O)(C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	538087	1
CC(C)CN1CC2=CC=CC(C(N)=O)=C2C1=O	CHEMBL609617, 50309913	0
CC(C)CN1CCC(C2=NC3=CN=CC4=C3N2CCNC4=O)CC1	50535018, CHEMBL4435879	1
CC(C)CN1CCC(N2CC3=CC=CC(C(N)=O)=C3C2=O)CC1	50110839	1
CC(C)CN1CCC(NC(=O)C2=NC3=C(C(N)=O)C=CC=C3N2)CC1	50248774, CHEMBL4089213	1
CC(C)CN1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL599801, 50309382	1
CC(C)CN1CCN(C(=O)C2=NC3=C(C(N)=O)C=CC=C3N2)CC1	CHEMBL4086413, 50248750	1
CC(C)CN1CCP(=O)(C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	538083	1
CC(C)CNC(=O)C1=CN=C(N2CCN(C3=NC4=C(C(N)=O)C=C(F)C=C4N3)CC2)C=N1	332738	1
CC(C)CNC(=O)C1CCN(C(=O)C2=CC=CC(CC3=NNC(=O)C4=CC=CC=C34)=C2)CC1	CHEMBL202294, 50177456	1
CC(C)C[C@H](NC(=O)NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)C(=O)O	214514, CHEMBL3968732	0
CC(C)N(C)CC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130141, CHEMBL3649764	0
CC(C)N(CC1=CC=C2OC3=C4C(=NNC(=O)C4=CC=C3)C2=C1)C(C)C	CHEMBL3644774, 97565	0
CC(C)N(CC1=CC=CC=C1)C(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214355, CHEMBL3922055	1
CC(C)N1C(C(F)(F)F)=NC2=CC(C(=O)N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=C5CCCC6)=CC=C4F)CC3)=CC=C21	CHEMBL3974780, 214600	1
CC(C)N1C(C(F)(F)F)=NC2=CC(C(=O)N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=C5NCCC6)=CC=C4F)CC3)=CC=C21	CHEMBL3984109, 214532	1
CC(C)N1C=C(C(=O)C2CCN(C(=O)CC(C)(C)CC3=NC(=O)C4=C(N3)N(C)C=C4)CC2)C=N1	435411	0
CC(C)N1C=C(C(=O)C2CCN(C(=O)CCCC3=NC(=O)C4=C(N3)N(C)C=C4)CC2)C=N1	CHEMBL3806049, 50169058	0
CC(C)N1C=C(C(=O)C2CCN(C(=O)C[C@@H](C)CC3=NC(=O)C4=CC=CC=C4N3)CC2)C=N1	435393	0
CC(C)N1C=C(C(=O)C2CCN(C(=O)C[C@H](C)CC3=NC(=O)C4=CC=CC=C4N3)CC2)C=N1	435394	0
CC(C)N1C=C2CN(C(=O)C3=CC(CC4=NNC(=O)C5=CC=CC=C45)=CC=C3F)CC2=N1	50536937, CHEMBL4554200	1
CC(C)N1CC(C)(C2=NC3=C(C(N)=O)C=CC=C3N2)C1	27148, CHEMBL506516	1
CC(C)N1CC2=NC3=CC(F)=CC4=C3C2=C(C1)NNC4=O	CHEMBL3931972, 207601	1
CC(C)N1CC2=NC3=CC=CC4=C3C2=C(C1)NNC4=O	CHEMBL3907535, 207600	1
CC(C)N1CCC(C)(C2=NC3=C(C(N)=O)C=CC=C3N2)C1	27140, CHEMBL495969	1
CC(C)N1CCC(C)(C2=NC3=C(C(N)=O)C=CC=C3N2)CC1	27162, CHEMBL495951	1
CC(C)N1CCC(C2=CC=C(C3=NC4=C(C(N)=O)C=CC=C4N3)C=C2)C1	50315801, CHEMBL1093899	1
CC(C)N1CCC(C2=CC=C(C3=NC4=C(C(N)=O)C=CC=C4N3)C=C2)CC1	50315789, CHEMBL1092224	1
CC(C)N1CCC(C2=NC3=C(C(N)=O)C=C(Cl)C=C3N2)CC1	27132, CHEMBL460261	1
CC(C)N1CCC(C2=NC3=C(C(N)=O)C=CC=C3N2)C1	27111, CHEMBL450698	1
CC(C)N1CCC(C2=NC3=C(C(N)=O)C=CC=C3N2)CC1	27120, CHEMBL452801	1
CC(C)N1CCC(C2=NC3=CN=CC4=C3N2CCNC4=O)CC1	50535023, CHEMBL4463611	1
CC(C)N1CCC(N2C(=O)C3=C(C(N)=O)C=CC=C3N2C)CC1	167417, CHEMBL3663645	1
CC(C)N1CCC(N2CC3=CC=CC(C(N)=O)=C3C2=O)CC1	50110838, CHEMBL3605992	1
CC(C)N1CCC(NC(=O)C2=NC3=C(C(N)=O)C=CC=C3N2)CC1	50248806, CHEMBL4060779	1
CC(C)N1CCC1(C)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL505909, 27147	1
CC(C)N1CCC1C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL488237, 27102	0
CC(C)N1CCCC(C2=CC=C(C3=NC4=C(C(N)=O)C=CC=C4N3)C=C2)C1	50315788, CHEMBL1092223	1
CC(C)N1CCCC(C2=NC3=C(C(N)=O)C=CC=C3N2)C1	27117, CHEMBL452539	1
CC(C)N1CCCC(C2=NC3=C(C(N)=O)C=CC=C3N2)CC1	27123, CHEMBL512213	1
CC(C)N1CCCC(C2=NC3=C(C(N)=O)C=NC=C3N2)C1	50432329, CHEMBL2347909	0
CC(C)N1CCCC1(C)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL525535, 27150	1
CC(C)N1CCCC1C1=CC=C(C2=NC3=C(C(N)=O)C=CC=C3N2)C=C1	CHEMBL1093898, 50315800	1
CC(C)N1CCCCC1C1=CC=C(C2=NC3=C(C(N)=O)C=CC=C3N2)C=C1	CHEMBL1089474, 50315787	1
CC(C)N1CCCCC1C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL508421, 27115	1
CC(C)N1CCC[C@@H]1C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL507699, 27108	1
CC(C)N1CCC[C@H]1C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL451757, 27109	1
CC(C)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)CC1	CHEMBL3983709, 214437	1
CC(C)N1CCN(C(=O)C2=CC3=C(C4=CC=CC=C4C(=O)N3)N2C)CC1	CHEMBL3291313, 50018742	0
CC(C)N1CCN(CC(=O)NC2=CC=C3NC(=O)C4=CC=CC=C4C3=N2)CC1	50130592, CHEMBL543393	0
CC(C)N1CCN(CC(=O)NC2=CN=C3C(=C2)NC(=O)C2=CC=CC=C23)CC1	50130582, CHEMBL558796	1
CC(C)N1CCN(CC2=CC=C(C3=NN4C(C(N)=O)=CC(Cl)=C4C=C3)C=C2)CC1	CHEMBL4746094, 50549287	0
CC(C)N1CCN(CC2=CC=C3OC4=C5C(=NNC(=O)C5=CC=C4)C3=C2)CC1	CHEMBL3644767, 97555	1
CC(C)N1CCN2C(=NC3=CC=CC4=C3C2=NNC4=O)C1	293923	0
CC(C)N1CCP(=O)(C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	538081	1
CC(C)N1N=NC2=CC(C(=O)N3CCCN(C(=O)C4=CC(CC5=NNC(=O)C6=C5NCCC6)=CC=C4F)CC3)=CC=C21	CHEMBL3943733, 214567	1
CC(C)N1N=NC2=CC(C(=O)N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=C5CCCC6)=CC=C4F)CC3)=CC=C21	CHEMBL3898412, 214603	1
CC(C)N1N=NC2=CC(C(=O)N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=C5NCCC6)=CC=C4F)CC3)=CC=C21	CHEMBL3982698, 214528	1
CC(C)NC(=O)C1=C2CCNC(=O)C3=C2C(=CC=C3)N1	CHEMBL147482	1
CC(C)NC(=O)C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=N1	214015, CHEMBL3917804	0
CC(C)NC(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=N1	214021, CHEMBL3913023	0
CC(C)NC(=O)C1=CN=C(N2CCN(C3=NC4=C(C(N)=O)C=C(F)C=C4N3)CC2)C=N1	332737	1
CC(C)NC(=O)NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	214443, CHEMBL3944026	0
CC(C)NC(C)(C)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL479779, 50251620	1
CC(C)NC(C)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL480895, 50251546	1
CC(C)NCC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213947, CHEMBL3983596	0
CC(C)NCC1=CC=C(C2=C3C(=O)NNC(=O)C4=C3C(=CC=C4)N2)C=C1	CHEMBL3617770	0
CC(C)NCC1=CC=C(C2=CC3=C4C(=CNC4=C2)C(=O)NNC3=O)C=C1	CHEMBL3617777, 50120394	0
CC(C)NCC1=CC=C(C2=NC3=CN=CC4=C3N2CCNC4=O)C=C1	CHEMBL4454690, 50535020	1
CC(C)NCC1=CC=C(CC2=NNC(=O)C3=C2CCCC3)C=C1	213964, CHEMBL3963916	0
CC(C)NCC1=CC=C(N2C=C3C=CC=C(C(N)=O)C3=N2)C=C1	CHEMBL1094959, 50316235	1
CC(C)NCC1=CC=C2C(=C1)NC(=O)C1=CC=CN12	CHEMBL549388, 50297830	1
CC(C)NCC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130127, CHEMBL3649750	0
CC(C)NCC1=CC=CC(C2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)=C1	CHEMBL3914662, 214065	1
CC(C)NCC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	213953, CHEMBL3979621	0
CC(C)NCCC1=CNC2=CC=C3C(=O)NCCC3=C12	50296541, CHEMBL568910	1
CC(C)NCCNC(=O)C1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	213988, CHEMBL3908435	1
CC(C)NS(=O)(=O)C1=CC=C(NC(=O)CC2=NNC(=O)C3=CC=CC=C23)C=C1	CHEMBL552501, 50445838	0
CC(C)OC1=CC=C(C(=O)C2CCN(CC(=O)NCC3=NC(=O)C4=C(CCOC4)N3)CC2)C=C1	CHEMBL3947374, 191142	0
CC(C)OC1=CC=C(C(=O)NC2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)C=C1	CHEMBL3966254, 214126	0
CC(C)P1(=O)CCN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	538091	1
CC(C)S(=O)(=O)N1CCN(C(=O)C2=CC3=C(C4=CC=CC=C4C(=O)N3)N2C)CC1	CHEMBL3291317, 50018746	0
CC(C)S(=O)(=O)NC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214054, CHEMBL3934647	0
CC(C)[Si](OCC1=CC=C(C2=NC3=C(C(N)=O)C=CC=C3N2)C=C1)(C(C)C)C(C)C	CHEMBL341427, 50093381	1
CC(C1=CC=C(F)C(Br)=C1)C1=NNC(=O)C2=C1CCCC2	214349, CHEMBL3935959	0
CC(C1=CC=C(F)C(N2CCC2=O)=C1)C1=NNC(=O)C2=C1CCCC2	CHEMBL3902713, 214381	1
CC(C1=CC=C(F)C(N2CCCC2=O)=C1)C1=NNC(=O)C2=C1CCCC2	CHEMBL3936571, 214350	1
CC(C1=CC=C2C3=C(CCCN3)C(=O)NC2=C1)N(C)C	130120, CHEMBL3649743	1
CC(C1=CC=CC(C(=O)N2CCN(C3=NC=CC=C3C#N)CC2)=C1)C1=NNC(=O)C2=CC=CC=C12	50499831	1
CC(C1=CC=CC(C2=CC=CC(C(=O)NCCN(C)C)=C2)=C1)C1=NNC(=O)C2=C1CCCC2	CHEMBL3949222, 214224	0
CC(C1=CC=CC(C2=CC=CC(C(N)=O)=C2)=C1)C1=NNC(=O)C2=C1CCCC2	CHEMBL3940452, 214222	0
CC(C1=NC=C(F)C=N1)N1CCN(C2=NC(=O)C3=C(N2)N(C)CCC3)CC1	318011	0
CC(C1=NC=CC=N1)N1CCN(C2=NC(=O)C3=C(N2)N(C)CCC3)CC1	318013, 318014	0
CC(CC(=O)N1CCN(C2=CC=C(C#N)C=N2)CC1)C1=NC(=O)C2=CC=CC=C2N1	503603	1
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=C(F)C(Br)=C1	214230, CHEMBL3956932	0
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=C(F)C(C2=CC=CC(C(=O)N3CCCC3)=C2)=C1	214213, CHEMBL3918759	0
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=C(F)C(C2=CC=CC(C(=O)N3CCOCC3)=C2)=C1	214212, CHEMBL3943149	0
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=C(F)C(C2=CC=CC(C(=O)NC3CC3)=C2)=C1	214214, CHEMBL3947756	0
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=C(F)C(C2=CC=CC(C(N)=O)=C2)=C1	214232, CHEMBL3924340	0
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=CC(Br)=C1	214193, CHEMBL3931235	0
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=CC(C(=O)O)=C1	214225, CHEMBL3978332	0
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=CC(C2=CC=CC(C(=O)NCCN(C)C)=C2)=C1	214219, CHEMBL3942113	0
CC(CC1=NNC(=O)C2=C1CCCC2)C1=CC=CC(C2=CC=CC(C(N)=O)=C2)=C1	214220, CHEMBL3934909	0
CC(CCN)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL481477, 50251579	1
CC(CCNC1CCCC1)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL481478, 50251580	1
CC(N)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL480322, 50251519	1
CC(N1CC2=NC3=CC=CC4=C3C2=C(C1)NNC4=O)C(C)(C)N	423456	0
CC(N=O)C1=C(C2=CC=C(F)C=C2)N2CCNC(=O)C3=C2C1=CC=C3	50154759	1
CC(N=O)C1=CN2CCNC(=O)C3=C2C1=CC=C3	50154755	1
CC(NC(=O)CC1=NNC(=O)C2=CC=CC=C12)C1=CC=C2CCCCC2=C1	50445837, CHEMBL3105423	0
CC(NC(=O)CCC1=NC(=O)C2=CC=CC=C2N1)C1=CC=C(N2C=CN=C2)C=C1	CHEMBL3092518, 50444031	0
CC(NC(=O)CCC1=NC(=O)C2=CC=CC=C2N1)C1=CC=C(S(N)(=O)=O)C=C1	CHEMBL3092517, 50444032	0
CC(NC(=O)COC1=CC=CC=C1C(N)=O)C1=CC=CC=C1	CHEMBL3105430, 50445830	0
CC(NC1CCCC1)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL517373, 50251548	1
CC(NC1CCCCC1)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL445050, 50251549	1
CC(NCC1CC1)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL480896, 50251547	1
CC(NCCC1=CC=CC=C1)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL479384, 50251551	1
CC(NS(=O)(=O)N(C)C)C1=NC2=C(C(N)=O)C=CC=C2N1	CHEMBL481096, 50251581	0
CC(O)C1=CC=CN=C1N1CCP(=O)(C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	538074	1
CC(O)C1=CN2CCNC(=O)C3=C2C1=CC=C3	50154753, CHEMBL362568	0
CC(O)CSC1=NN=C(C2=CC3=CC=CC=C3N2)N1C1=CC=CC=C1	CHEMBL4575720, 50515712	0
CC(OC1=CC=CC=C1)C(=O)N1CCN(C(=O)C2=CC(CCOC3=CC=CC=C3C(N)=O)=CC=C2F)CC1	CHEMBL471959, 27674	1
CC(OC1=CC=CC=C1)C(=O)N1CCN(C(=O)C2=CC(COC3=CC=C(F)C=C3C(N)=O)=CC=C2F)CC1	CHEMBL479356, 27681	1
CC(OC1=CC=CC=C1)C(=O)N1CCN(C(=O)C2=CC(COC3=CC=CC=C3C(N)=O)=CC=C2F)CC1	CHEMBL480714, 27668	1
CC(OC1=CC=CC=C1)C(=O)N1CCN(C(=O)C2=CC=CC(CC3=NNC(=O)C4=CC=CC=C34)=C2)CC1	CHEMBL480704, 27662	1
CC(OC1=CC=CC=C1)C(=O)N1CCN(C(=O)C2=CC=CC(CCOC3=CC=CC=C3C(N)=O)=C2)CC1	CHEMBL520943, 27673	0
CC(OC1=CC=CC=C1)C(=O)N1CCN(C(=O)C2=CC=CC(COC3=CC=CC=C3C(N)=O)=C2)CC1	CHEMBL520574, 27667	1
CC1(C(=O)N2CC3=NC4=CC(F)=CC5=C4C3=C(C2)NNC5=O)CC1	CHEMBL4784468, 50549410	1
CC1(C(=O)N2CCC3=C(C2)N=C2C=CC=C4C(=O)NNC3=C42)CC1	CHEMBL3905682, 224643	1
CC1(C(=O)N2CCCN(C(=O)C3=CC(CC4=NNC(=O)C5=C4CCCC5)=CC=C3F)CC2)CC1	CHEMBL3967308, 214522	1
CC1(C(=O)NC2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)CC1	CHEMBL3942486, 214074	1
CC1(C)C(=O)C2=NC3=CC(F)=CC4=C3C2=C(NNC4=O)C1=O	CHEMBL4778454, 50549413	1
CC1(C)C(=O)NCCN1C(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	CHEMBL3959267, 214547	1
CC1(C)C(C(=O)N2CC3=NC4=CC(F)=CC5=C4C3=C(C2)NNC5=O)C1(C)C	CHEMBL4788782, 50549407	1
CC1(C)C(C(=O)N2CCC3=C(C2)N=C2C=CC=C4C(=O)NNC3=C42)C1(C)C	CHEMBL3893271, 224644	1
CC1(C)C2=CC(F)=CC(C(N)=O)=C2C(=O)N1C1CCN(C2CCCCC2)CC1	124946, CHEMBL3701693	0
CC1(C)CC(=O)N(C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)C1=O	214236, CHEMBL3909998	1
CC1(C)CC(=O)N(C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)C1=O	50165479, CHEMBL197192	1
CC1(C)CC2=C3C(=NC4=CC(F)=CC(=C34)C(=O)NN2)C1=O	CHEMBL3961684, 207581	1
CC1(C)CC2=C3C(=NC4=CC(F)=CC(=C34)C(=O)NN2)C1O	CHEMBL3901638, 207582, 50549412	1
CC1(C)CC2=NC3=CC(F)=CC4=C3C2=C(C1)NNC4=O	CHEMBL3911687, 207564	1
CC1(C)CC2=NC3=CC=C(F)C4=C3C2=C(C1)NNC4=O	CHEMBL3901034, 207571	1
CC1(C)CC2=NC3=CC=CC4=C3C2=C(C1)NNC4=O	CHEMBL3972156, 207570	1
CC1(C)CC2=NN(CCO)C(=O)C3=CC=CC4=C3C2=C(C1)N4CCO	CHEMBL3957308, 207621	0
CC1(C)CC2=NNC(=O)C3=CC=CC4=C3C2=C(C1)N4CC1CO1	CHEMBL3940569, 207596	1
CC1(C)CC2=NNC(=O)C3=CC=CC4=C3C2=C(C1)N4CCN(CC1=CC=CC=C1)CC1=CC=CC=C1	CHEMBL3976904, 207584	0
CC1(C)CC2=NNC(=O)C3=CC=CC4=C3C2=C(C1)N4CCN1CCCC1	CHEMBL3947623, 207585	1
CC1(C)CC2=NNC(=O)C3=CC=CC4=C3C2=C(C1)N4CCN1CCCCC1	CHEMBL3984980, 207586	1
CC1(C)CC2=NNC(=O)C3=CC=CC4=C3C2=C(C1)N4CCN1CCOCC1	CHEMBL3952984, 207587	0
CC1(C)CC2=NNC(=O)C3=CC=CC4=C3C2=C(C1)N4CCO	CHEMBL3910594, 207622	1
CC1(C)CCC2=NC3=CC(F)=CC4=C3C2=C1NNC4=O	CHEMBL3914932, 207569	1
CC1(C)CCC2=NC3=CC=CC4=C3C(=C2C1)NNC4=O	CHEMBL3955370, 224628	1
CC1(C)CCC2=NC3=CC=CC4=C3C2=C1NNC4=O	CHEMBL3947278, 207559	1
CC1(C)CN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC2=NN=C(C(F)(F)F)N21	206064	1
CC1(C)CN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC2=NN=C(CF)N21	206078	1
CC1(C)O[C@@H]2[C@H](O1)[C@@H]1C[C@H]2N(C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)C1=O	CHEMBL3912520, 214348	1
CC1(C)SCNC1C(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	CHEMBL3934769, 214569	1
CC1(C)SCN[C@@H]1C(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)CC1	CHEMBL3964387, 214554	1
CC1(C2=NC3=C(C(N)=O)C=C(C(F)(F)F)C=C3N2)CCCN1	27160, CHEMBL495950	0
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCCCN1	27141, CHEMBL521712	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCCN(C2CCCC2)CC1	27163, CHEMBL498015	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCCN1	27149, CHEMBL521880	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCCN1C1CCC1	27151, CHEMBL497597	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCCNCC1	27145, CHEMBL521714	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCN(CC2=CC=CC=C2F)C1	27153, CHEMBL498008	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCN(CCC2=CC=CC=C2)C1	27154, CHEMBL496976	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCN1	27146, CHEMBL495782	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCNC1	27139, CHEMBL526668	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CCNCC1	27161, CHEMBL495942	1
CC1(C2=NC3=C(C(N)=O)C=CC=C3N2)CNC1	27134, CHEMBL525192	1
CC1(CCCCCC(=O)NCCOCCOCC(=O)N2CCN(C(=O)C3=CC(CC4=NNC(=O)C5=CC=CC=C45)=CC=C3F)CC2)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)O)C3=CC=C(S(=O)(=O)O)C=C3C2(C)C)=[N+](CCCS(=O)(=O)O)C2=CC=C(S(=O)(=O)O)C=C21	CHEMBL4542543	1
CC1(NC(=O)C2=CC=C(N3CCN(C(=O)CCC4=NC(=O)C5=CC=CC=C5N4)CC3)C(Cl)=C2)CC1	503566	1
CC1(NC(=O)C2=CC=C(N3CCN(C(=O)CCC4=NC(=O)C5=CC=CC=C5N4)CC3)C(Cl)=C2)COC1	503567	1
CC12CCCN1CC1=NC3=CC(F)=CC4=C3C1=C2NNC4=O	CHEMBL4747486, 50549403	1
CC1=C(C(=O)N2CC=C(C3=CC=C(F)C=C3)CC2)SC2=C1NC(=O)C1=CC=CC=C12	CHEMBL3286446, 50018703	0
CC1=C(C(=O)N2CCC(N(C)C)CC2)SC2=C1NC(=O)C1=CC=CC=C12	50018702, CHEMBL3291333	1
CC1=C(C(=O)N2CCN(C(=O)CCC3=NC4=CC=CC=C4C(=O)N3)CC2)OC2=CC=CC=C12	CHEMBL3105404, 50445861	0
CC1=C(C(=O)N2CCN(C(C)C)CC2)SC2=C1NC(=O)C1=CC=CC=C12	50018701, CHEMBL3291332	1
CC1=C(C(=O)N2CCN(C)CC2)SC2=C1NC(=O)C1=CC=CC=C12	50018699, CHEMBL3291330	0
CC1=C(C(=O)NC2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)C=NN1C1=CC=CC=C1	CHEMBL3936919, 213907	1
CC1=C(C(=O)NC2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)C=NN1C1=CC=CC=C1	CHEMBL3898342, 213906	1
CC1=C(C(=O)NC2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)SC=C1	214136, CHEMBL3949966	0
CC1=C(C(=O)NC2=CC=CC(CC3=NNC(=O)C4=CC=CC=C34)=C2)N=C(C2=CC=CC=C2)S1	CHEMBL479861, 50255630	1
CC1=C(C(=O)NC2=CC=CC(CC3=NNC(=O)C4=CC=CC=C34)=C2)SC(C2=CC=CC=C2)=N1	CHEMBL383578, 50165480	1
CC1=C(C(=O)NCCN2CCCC2)SC2=C1NC(=O)C1=CC=CC=C12	CHEMBL3291336, 50018706	0
CC1=C(C(=O)NCCN2CCN(C)CC2)SC2=C1NC(=O)C1=CC=CC=C12	50018704, CHEMBL3291334	0
CC1=C(C(=O)NCCN2CCOCC2)SC2=C1NC(=O)C1=CC=CC=C12	CHEMBL3291335, 50018705	1
